protein_id,accession,host_type,product,length
WZO95346.1,PP681914.1,algae,GIY-YIG catalytic domain-containing endonuclease,263
WZO95347.1,PP681914.1,algae,ankyrin repeat domain-containing protein,453
WZO95348.1,PP681914.1,algae,choline-binding protein A,191
WZO95349.1,PP681914.1,algae,thioredoxin,113
WZO95350.1,PP681914.1,algae,hypothetical protein,114
WZO95351.1,PP681914.1,algae,ORFan,124
WZO95352.1,PP681914.1,algae,hypothetical protein,162
WZO95353.1,PP681914.1,algae,hypothetical protein,64
WZO95354.1,PP681914.1,algae,P13 mCP,79
WZO95355.1,PP681914.1,algae,hypothetical protein,70
WZO95356.1,PP681914.1,algae,replication factor C,426
WZO95357.1,PP681914.1,algae,deoxynucleoside kinase,187
WZO95358.1,PP681914.1,algae,hypothetical protein,72
WZO95359.1,PP681914.1,algae,hypothetical protein,232
WZO95360.1,PP681914.1,algae,helix-destabilizing protein,179
WZO95361.1,PP681914.1,algae,hypothetical protein,168
WZO95362.1,PP681914.1,algae,hypothetical protein,109
WZO95363.1,PP681914.1,algae,hypothetical protein,240
WZO95364.1,PP681914.1,algae,HNH homing endonuclease,349
WZO95365.1,PP681914.1,algae,P9 mCP,210
WZO95366.1,PP681914.1,algae,P14 mCP,599
WZO95367.1,PP681914.1,algae,hypothetical protein,52
WZO95368.1,PP681914.1,algae,P11 mCP,195
WZO95369.1,PP681914.1,algae,hypothetical protein,93
WZO95370.1,PP681914.1,algae,putative lipoprotein lipase,227
WZO95371.1,PP681914.1,algae,ATP synthase,287
WZO95372.1,PP681914.1,algae,hypothetical protein,117
WZO95373.1,PP681914.1,algae,RNase H,194
WZO95374.1,PP681914.1,algae,hypothetical protein,118
WZO95375.1,PP681914.1,algae,hypothetical protein,152
WZO95376.1,PP681914.1,algae,hypothetical protein,82
WZO95377.1,PP681914.1,algae,tailspike protein,150
WZO95378.1,PP681914.1,algae,"gp15 receptor-binding protein, tail fiber",323
WZO95379.1,PP681914.1,algae,hypothetical protein,134
WZO95380.1,PP681914.1,algae,DNA packaging ATPase,257
WZO95381.1,PP681914.1,algae,P7 mCP,608
WZO95382.1,PP681914.1,algae,P13 mCP,61
WZO95383.1,PP681914.1,algae,MCPv2,504
WZO95384.1,PP681914.1,algae,P7 mCP,268
WZO95385.1,PP681914.1,algae,calcium-activated potassium channel subunit beta-4,173
WZO95386.1,PP681914.1,algae,hypothetical protein,141
WZO95387.1,PP681914.1,algae,superfamily II helicase,1215
WZO95388.1,PP681914.1,algae,hypothetical protein,343
WZO95389.1,PP681914.1,algae,P11 mCP,207
WZO95390.1,PP681914.1,algae,hypothetical protein,122
WZO95391.1,PP681914.1,algae,GIY-YIG catalytic domain-containing endonuclease,251
WZO95392.1,PP681914.1,algae,hypothetical protein,106
WZO95393.1,PP681914.1,algae,P2 mCP,563
WZO95394.1,PP681914.1,algae,hypothetical protein,135
WZO95395.1,PP681914.1,algae,hypothetical protein,183
WZO95396.1,PP681914.1,algae,hypothetical protein,266
WZO95397.1,PP681914.1,algae,lytic polysaccharide monooxygenase,399
WZO95398.1,PP681914.1,algae,hypothetical protein,59
WZO95399.1,PP681914.1,algae,hypothetical protein,96
WZO95400.1,PP681914.1,algae,hypothetical protein,309
WZO95401.1,PP681914.1,algae,diadenosine tetraphosphatase,212
WZO95402.1,PP681914.1,algae,hypothetical protein,58
WZO95403.1,PP681914.1,algae,hypothetical protein,386
WZO95404.1,PP681914.1,algae,hypothetical protein,176
WZO95405.1,PP681914.1,algae,hypothetical protein,119
WZO95406.1,PP681914.1,algae,hypothetical protein,72
WZO95407.1,PP681914.1,algae,endo-alpha-mannosidase,524
WZO95408.1,PP681914.1,algae,P17 mCP,80
WZO95409.1,PP681914.1,algae,Tax1-binding protein 1,71
WZO95410.1,PP681914.1,algae,hypothetical protein,238
WZO95411.1,PP681914.1,algae,P1 mCP,170
WZO95412.1,PP681914.1,algae,fibernectin-binding protein,110
WZO95413.1,PP681914.1,algae,hypothetical protein,121
WZO95414.1,PP681914.1,algae,hypothetical protein,86
WZO95415.1,PP681914.1,algae,dual specificity protein phosphatase 16,208
WZO95416.1,PP681914.1,algae,hypothetical protein,78
WZO95417.1,PP681914.1,algae,hypothetical protein,244
WZO95418.1,PP681914.1,algae,putative S-adenosyl-L-methionine-dependent methyltransferase,224
WZO95419.1,PP681914.1,algae,phosphoglycerate mutase,174
WZO95420.1,PP681914.1,algae,hypothetical protein,337
WZO95421.1,PP681914.1,algae,fibernectin binding protein,319
WZO95422.1,PP681914.1,algae,hypothetical protein,159
WZO95423.1,PP681914.1,algae,chitosanase,329
WZO95424.1,PP681914.1,algae,GIY-YIG catalytic domain-containing endonuclease,315
WZO95425.1,PP681914.1,algae,serine/threonine protein kinase,284
WZO95426.1,PP681914.1,algae,P19 mCP,368
WZO95427.1,PP681914.1,algae,amidase,279
WZO95428.1,PP681914.1,algae,protein kinase PBCV-1-specific basic adaptor domain-containing protein,635
WZO95429.1,PP681914.1,algae,serine/threonine protein kinase,290
WZO95430.1,PP681914.1,algae,hypothetical protein,243
WZO95431.1,PP681914.1,algae,hypothetical protein,71
WZO95432.1,PP681914.1,algae,poxvirus A22-like protein,249
WZO95433.1,PP681914.1,algae,P7 mCP,216
WZO95434.1,PP681914.1,algae,GIY-YIG catalytic domain-containing endonuclease,287
WZO95435.1,PP681914.1,algae,chloramphenicol acetyltransferase,181
WZO95436.1,PP681914.1,algae,chitinase,513
WZO95437.1,PP681914.1,algae,GIY-YIG catalytic domain-containing endonuclease,232
WZO95438.1,PP681914.1,algae,hypothetical protein,150
WZO95439.1,PP681914.1,algae,ORFan,224
WZO95440.1,PP681914.1,algae,chitinase,528
WZO95441.1,PP681914.1,algae,GIY-YIG catalytic domain-containing endonuclease,254
WZO95442.1,PP681914.1,algae,hypothetical protein,90
WZO95443.1,PP681914.1,algae,DNA polymerase,750
WZO95444.1,PP681914.1,algae,hypothetical protein,1264
WZO95445.1,PP681914.1,algae,GIY-YIG catalytic domain-containing endonuclease,266
WZO95446.1,PP681914.1,algae,proliferating cellular nuclear antigen,262
WZO95447.1,PP681914.1,algae,hypothetical protein,152
WZO95448.1,PP681914.1,algae,hypothetical protein,100
WZO95449.1,PP681914.1,algae,cytidine and deoxycytidylate deaminase domain-containing protein,118
WZO95450.1,PP681914.1,algae,large-conductance mechanosensitive channel protein,94
WZO95451.1,PP681914.1,algae,GIY-YIG catalytic domain-containing endonuclease,250
WZO95452.1,PP681914.1,algae,putative oxidoreductase,112
WZO95453.1,PP681914.1,algae,P6 mCP,214
WZO95454.1,PP681914.1,algae,intron-associated endonuclease 1,246
WZO95455.1,PP681914.1,algae,PBCV-specific basic adaptor domain-containing protein/2-cysteine adaptor,212
WZO95456.1,PP681914.1,algae,arginine/ornithine decarboxylase,372
WZO95457.1,PP681914.1,algae,hypothetical protein,283
WZO95458.1,PP681914.1,algae,hypothetical protein,58
WZO95459.1,PP681914.1,algae,P18 mCP,149
WZO95460.1,PP681914.1,algae,HNH homing endonuclease,340
WZO95461.1,PP681914.1,algae,hypothetical protein,136
WZO95462.1,PP681914.1,algae,GIY-YIG catalytic domain-containing endonuclease,266
WZO95463.1,PP681914.1,algae,alginate lyase,311
WZO95464.1,PP681914.1,algae,amine oxidase,384
WZO95465.1,PP681914.1,algae,cellulose synthase catalytic subunit,625
WZO95466.1,PP681914.1,algae,DNA-binding protein,136
WZO95467.1,PP681914.1,algae,hypothetical protein,75
WZO95468.1,PP681914.1,algae,hypothetical protein,196
WZO95469.1,PP681914.1,algae,hypothetical protein,383
WZO95470.1,PP681914.1,algae,hypothetical protein,107
WZO95471.1,PP681914.1,algae,hypothetical protein,108
WZO95472.1,PP681914.1,algae,homospermidine synthase,516
WZO95473.1,PP681914.1,algae,hypothetical protein,145
WZO95475.1,PP681914.1,algae,HNH endonuclease,307
WZO95476.1,PP681914.1,algae,Holliday junction branch migration helicase,721
WZO95477.1,PP681914.1,algae,chitin binding domain-containing protein,306
WZO95478.1,PP681914.1,algae,HNH homing endonuclease,345
WZO95479.1,PP681914.1,algae,major capsid protein Vp54,411
WZO95480.1,PP681914.1,algae,P22 mCP,1507
WZO95481.1,PP681914.1,algae,P22 mCP,1465
WZO95482.1,PP681914.1,algae,P22 mCP,1460
WZO95483.1,PP681914.1,algae,P22 mCP,1454
WZO95484.1,PP681914.1,algae,P22 mCP,952
WZO95485.1,PP681914.1,algae,serine/threonine protein kinase,297
WZO95486.1,PP681914.1,algae,hypothetical protein,82
WZO95487.1,PP681914.1,algae,hypothetical protein,245
WZO95488.1,PP681914.1,algae,PBCV-specific basic adaptor domain-containing protein/2-cysteine adaptor,100
WZO95489.1,PP681914.1,algae,PBCV-specific basic adaptor domain-containing protein/2-cysteine adaptor,69
WZO95490.1,PP681914.1,algae,hypothetical protein,83
WZO95491.1,PP681914.1,algae,patatin-like phospholipase,275
WZO95492.1,PP681914.1,algae,acetylcholinesterase,398
WZO95493.1,PP681914.1,algae,aspartate carbamoyltransferase,323
WZO95494.1,PP681914.1,algae,HNH homing endonuclease,346
WZO95495.1,PP681914.1,algae,hypothetical protein,165
WZO95496.1,PP681914.1,algae,exonuclease,268
WZO95497.1,PP681914.1,algae,hypothetical protein,153
WZO95498.1,PP681914.1,algae,hypothetical protein,112
WZO95499.1,PP681914.1,algae,hypothetical protein,58
WZO95500.1,PP681914.1,algae,ligand-gated ion channel,410
WZO95501.1,PP681914.1,algae,N-methyl-D-aspartate receptor subunit NR1-3a,406
WZO95502.1,PP681914.1,algae,hypothetical protein,114
WZO95503.1,PP681914.1,algae,hypothetical protein,106
WZO95504.1,PP681914.1,algae,hypothetical protein,109
WZO95505.1,PP681914.1,algae,GIY-YIG catalytic domain-containing endonuclease,318
WZO95506.1,PP681914.1,algae,ATP-dependent RNA helicase,458
WZO95507.1,PP681914.1,algae,hypothetical protein,146
WZO95508.1,PP681914.1,algae,hypothetical protein,105
WZO95509.1,PP681914.1,algae,P19 mCP,1140
WZO95510.1,PP681914.1,algae,P12 mCP,107
WZO95511.1,PP681914.1,algae,hypothetical protein,224
WZO95512.1,PP681914.1,algae,mannitol-specific EII,68
WZO95513.1,PP681914.1,algae,hypothetical protein,146
WZO95514.1,PP681914.1,algae,GIY-YIG catalytic domain-containing endonuclease,172
WZO95515.1,PP681914.1,algae,hypothetical protein,135
WZO95516.1,PP681914.1,algae,ORFan,74
WZO95517.1,PP681914.1,algae,hypothetical protein,387
WZO95518.1,PP681914.1,algae,hypothetical protein,238
WZO95519.1,PP681914.1,algae,transcription factor IIS,180
WZO95520.1,PP681914.1,algae,P22 mCP,1326
WZO95521.1,PP681914.1,algae,Tir Gfp DNA mobile protein,104
WZO95522.1,PP681914.1,algae,nucleotide-sugar epimerase,346
WZO95523.1,PP681914.1,algae,glycosyl transferase,860
WZO95524.1,PP681914.1,algae,GIY-YIG catalytic domain-containing endonuclease,161
WZO95525.1,PP681914.1,algae,transcription factor IIB,290
WZO95526.1,PP681914.1,algae,ubiquitin carboxyl-terminal hydrolase,253
WZO95527.1,PP681914.1,algae,mRNA-capping enzyme,333
WZO95528.1,PP681914.1,algae,glucosamine--fructose-6-phosphate aminotransferase,596
WZO95529.1,PP681914.1,algae,hyaluronan synthase,592
WZO95530.1,PP681914.1,algae,"beta 1,3-glucanase",366
WZO95531.1,PP681914.1,algae,ADP ribosyltransferase,436
WZO95532.1,PP681914.1,algae,hypothetical protein,162
WZO95533.1,PP681914.1,algae,hypothetical protein,223
WZO95534.1,PP681914.1,algae,hypothetical protein,72
WZO95535.1,PP681914.1,algae,hypothetical protein,170
WZO95536.1,PP681914.1,algae,hypothetical protein,189
WZO95537.1,PP681914.1,algae,hypothetical protein,243
WZO95538.1,PP681914.1,algae,N-carbamoylputrescine amidase,298
WZO95539.1,PP681914.1,algae,hypothetical protein,92
WZO95540.1,PP681914.1,algae,hypothetical protein,91
WZO95541.1,PP681914.1,algae,hypothetical protein,191
WZO95542.1,PP681914.1,algae,exostosin,279
WZO95543.1,PP681914.1,algae,glycosyltransferase TibC,354
WZO95544.1,PP681914.1,algae,hypothetical protein,312
WZO95545.1,PP681914.1,algae,hypothetical protein,251
WZO95546.1,PP681914.1,algae,hypothetical protein,78
WZO95547.1,PP681914.1,algae,SKP1-like protein,148
WZO95548.1,PP681914.1,algae,hypothetical protein,105
WZO95549.1,PP681914.1,algae,DNA-binding protein,857
WZO95550.1,PP681914.1,algae,ser/Thr protein kinase,308
WZO95551.1,PP681914.1,algae,endonuclease II,343
WZO95552.1,PP681914.1,algae,ORFan,130
WZO95553.1,PP681914.1,algae,hypothetical protein,58
WZO95554.1,PP681914.1,algae,GIY-YIG nuclease family protein,230
WZO95555.1,PP681914.1,algae,hypothetical protein,64
WZO95556.1,PP681914.1,algae,hypothetical protein,64
WZO95557.1,PP681914.1,algae,GIY-YIG nuclease family protein,230
WZO95558.1,PP681914.1,algae,hypothetical protein,58
WZO95559.1,PP681914.1,algae,ORFan,130
WZO95560.1,PP681914.1,algae,endonuclease II,343
WZO95561.1,PP681914.1,algae,ser/Thr protein kinase,308
WZO95562.1,PP681914.1,algae,DNA-binding protein,857
WZO95563.1,PP681914.1,algae,hypothetical protein,105
WZO95564.1,PP681914.1,algae,SKP1-like protein,148
WZO94799.1,PP681913.1,algae,exostosin,169
WZO94800.1,PP681913.1,algae,hypothetical protein,234
WZO94801.1,PP681913.1,algae,hypothetical protein,92
WZO94802.1,PP681913.1,algae,hypothetical protein,155
WZO94803.1,PP681913.1,algae,HNH homing endonuclease,120
WZO94804.1,PP681913.1,algae,hypothetical protein,263
WZO94805.1,PP681913.1,algae,DNA beta-glucosyltransferase,303
WZO94806.1,PP681913.1,algae,O-methyltransferase,208
WZO94807.1,PP681913.1,algae,methyltransferase FkbM family,247
WZO94808.1,PP681913.1,algae,hypothetical protein,516
WZO94809.1,PP681913.1,algae,glycosyltransferase domain protein,333
WZO94810.1,PP681913.1,algae,hypothetical protein,66
WZO94811.1,PP681913.1,algae,D-lactate dehydrogenase,362
WZO94812.1,PP681913.1,algae,aquaglyceroporin,269
WZO94814.1,PP681913.1,algae,endonuclease V N-glycosylase UV repair enzyme,141
WZO94815.1,PP681913.1,algae,phosphodiesterase,209
WZO94816.1,PP681913.1,algae,hypothetical protein,140
WZO94817.1,PP681913.1,algae,AAA ATPase,611
WZO94818.1,PP681913.1,algae,serine hydrolase,431
WZO94819.1,PP681913.1,algae,SKP1-like protein,148
WZO94820.1,PP681913.1,algae,hypothetical protein,104
WZO94821.1,PP681913.1,algae,DNA-binding protein,604
WZO94822.1,PP681913.1,algae,ser/Thr protein kinase,308
WZO94823.1,PP681913.1,algae,hypothetical protein,408
WZO94824.1,PP681913.1,algae,hypothetical protein,61
WZO94825.1,PP681913.1,algae,hypothetical protein,188
WZO94826.1,PP681913.1,algae,hypothetical protein,188
WZO94827.1,PP681913.1,algae,hypothetical protein,61
WZO94828.1,PP681913.1,algae,ORFan,164
WZO94829.1,PP681913.1,algae,hypothetical protein,408
WZO94830.1,PP681913.1,algae,ser/Thr protein kinase,308
WZO94831.1,PP681913.1,algae,DNA-binding protein,600
WZO94832.1,PP681913.1,algae,hypothetical protein,104
WZO94833.1,PP681913.1,algae,SKP1-like protein,148
WZO94834.1,PP681913.1,algae,serine hydrolase,431
WZO94835.1,PP681913.1,algae,AAA ATPase,611
WZO94836.1,PP681913.1,algae,hypothetical protein,140
WZO94837.1,PP681913.1,algae,phosphodiesterase,209
WZO94838.1,PP681913.1,algae,endonuclease V N-glycosylase UV repair enzyme,141
WZO94840.1,PP681913.1,algae,aquaglyceroporin,269
WZO94841.1,PP681913.1,algae,D-lactate dehydrogenase,362
WZO94842.1,PP681913.1,algae,hypothetical protein,66
WZO94843.1,PP681913.1,algae,glycosyltransferase domain protein,333
WZO94844.1,PP681913.1,algae,hypothetical protein,516
WZO94845.1,PP681913.1,algae,methyltransferase FkbM family,247
WZO94846.1,PP681913.1,algae,O-methyltransferase,208
WZO94847.1,PP681913.1,algae,DNA beta-glucosyltransferase,303
WZO94848.1,PP681913.1,algae,hypothetical protein,263
WZO94849.1,PP681913.1,algae,HNH homing endonuclease,347
WZO94850.1,PP681913.1,algae,cell shape protein MreC,295
WZO94851.1,PP681913.1,algae,hypothetical protein,354
WZO94852.1,PP681913.1,algae,exostosin,279
WZO94853.1,PP681913.1,algae,hypothetical protein,123
WZO94854.1,PP681913.1,algae,hypothetical protein,146
WZO94855.1,PP681913.1,algae,hypothetical protein,89
WZO94856.1,PP681913.1,algae,hypothetical protein,92
WZO94857.1,PP681913.1,algae,N-carbamoylputrescine amidase,298
WZO94858.1,PP681913.1,algae,hypothetical protein,242
WZO94859.1,PP681913.1,algae,hypothetical protein,189
WZO94860.1,PP681913.1,algae,hypothetical protein,170
WZO94861.1,PP681913.1,algae,hypothetical protein,162
WZO94862.1,PP681913.1,algae,ADP ribosyltransferase,433
WZO94863.1,PP681913.1,algae,"beta 1,3-glucanase",366
WZO94864.1,PP681913.1,algae,hyaluronan synthase,563
WZO94865.1,PP681913.1,algae,glucosamine--fructose-6-phosphate aminotransferase,595
WZO94866.1,PP681913.1,algae,mRNA-capping enzyme,330
WZO94867.1,PP681913.1,algae,ubiquitin carboxyl-terminal hydrolase,272
WZO94868.1,PP681913.1,algae,transcription factor IIB,290
WZO94869.1,PP681913.1,algae,GIY-YIG catalytic domain-containing endonuclease,175
WZO94870.1,PP681913.1,algae,glycosyl transferase,860
WZO94871.1,PP681913.1,algae,nucleotide-sugar epimerase,346
WZO94872.1,PP681913.1,algae,Tir Gfp DNA mobile protein,104
WZO94873.1,PP681913.1,algae,P22 mCP,1268
WZO94874.1,PP681913.1,algae,transcription factor IIS,180
WZO94875.1,PP681913.1,algae,hypothetical protein,239
WZO94876.1,PP681913.1,algae,hypothetical protein,420
WZO94877.1,PP681913.1,algae,hypothetical protein,105
WZO94878.1,PP681913.1,algae,hypothetical protein,135
WZO94879.1,PP681913.1,algae,GIY-YIG catalytic domain-containing endonuclease,172
WZO94880.1,PP681913.1,algae,protein phosphatase 1,146
WZO94881.1,PP681913.1,algae,mannitol-specific EII,68
WZO94882.1,PP681913.1,algae,hypothetical protein,268
WZO94883.1,PP681913.1,algae,P12 mCP,103
WZO94884.1,PP681913.1,algae,P19 mCP,1164
WZO94885.1,PP681913.1,algae,hypothetical protein,105
WZO94886.1,PP681913.1,algae,hypothetical protein,146
WZO94887.1,PP681913.1,algae,ATP-dependent RNA helicase,458
WZO94888.1,PP681913.1,algae,GIY-YIG catalytic domain-containing endonuclease,270
WZO94889.1,PP681913.1,algae,hypothetical protein,110
WZO94890.1,PP681913.1,algae,hypothetical protein,106
WZO94891.1,PP681913.1,algae,hypothetical protein,150
WZO94892.1,PP681913.1,algae,N-methyl-D-aspartate receptor,406
WZO94893.1,PP681913.1,algae,ligand-gated ion channel,448
WZO94894.1,PP681913.1,algae,hypothetical protein,58
WZO94895.1,PP681913.1,algae,hypothetical protein,112
WZO94896.1,PP681913.1,algae,hypothetical protein,153
WZO94897.1,PP681913.1,algae,exonuclease,268
WZO94898.1,PP681913.1,algae,hypothetical protein,166
WZO94899.1,PP681913.1,algae,aspartate carbamoyltransferase,323
WZO94900.1,PP681913.1,algae,esterase,419
WZO94901.1,PP681913.1,algae,patatin-like phospholipase,275
WZO94902.1,PP681913.1,algae,PBCV-specific basic adaptor domain-containing protein/2-cysteine adaptor,69
WZO94903.1,PP681913.1,algae,PBCV-specific basic adaptor domain-containing protein/2-cysteine adaptor,100
WZO94904.1,PP681913.1,algae,ORFan,56
WZO94905.1,PP681913.1,algae,hypothetical protein,245
WZO94906.1,PP681913.1,algae,potassium ion channel protein,94
WZO94907.1,PP681913.1,algae,serine/threonine protein kinase,288
WZO94908.1,PP681913.1,algae,P22 mCP,952
WZO94909.1,PP681913.1,algae,P22 mCP,1454
WZO94910.1,PP681913.1,algae,P22 mCP,1460
WZO94911.1,PP681913.1,algae,P22 mCP,1490
WZO94912.1,PP681913.1,algae,P22 mCP,1507
WZO94913.1,PP681913.1,algae,major capsid protein Vp54,411
WZO94914.1,PP681913.1,algae,chitin binding domain-containing protein,314
WZO94915.1,PP681913.1,algae,Holliday junction branch migration helicase,724
WZO94916.1,PP681913.1,algae,hypothetical protein,145
WZO94917.1,PP681913.1,algae,homospermidine synthase,516
WZO94918.1,PP681913.1,algae,hypothetical protein,108
WZO94919.1,PP681913.1,algae,hypothetical protein,107
WZO94920.1,PP681913.1,algae,hypothetical protein,383
WZO94921.1,PP681913.1,algae,hypothetical protein,170
WZO94922.1,PP681913.1,algae,hypothetical protein,196
WZO94923.1,PP681913.1,algae,DNA-binding protein,137
WZO94924.1,PP681913.1,algae,cellulose synthase catalytic subunit,631
WZO94925.1,PP681913.1,algae,amine oxidase,384
WZO94926.1,PP681913.1,algae,alginate lyase,334
WZO94927.1,PP681913.1,algae,hypothetical protein,136
WZO94928.1,PP681913.1,algae,P18 mCP,149
WZO94929.1,PP681913.1,algae,hypothetical protein,58
WZO94930.1,PP681913.1,algae,mTERF domain-containing protein,301
WZO94931.1,PP681913.1,algae,arginine/ornithine decarboxylase,372
